identifier;clientType;productName;testDuration;leadCount;period;installments;plan;isActive;isCoupon;valueToPay;webhookUrl
XNMY6KMEWQK5;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
JUFQVYCSLFCC;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
PTAYALU0TOSR;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
2GFQZTASHG8T;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
TCCNLKYMOB4Q;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
JADLFYQNZ0FO;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
TYYUWLNUX5CR;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
OQSFUGKJPRAO;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
DU73WQZRACLT;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
AYC7F7DBBMBM;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
XUTWZRKXOZF0;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
KR5IDZ24VRXK;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
PKTJA7SPHMPX;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
YY7BNYCBHWXC;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
T0WWQSOCUCBD;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
QRCCZ1DRQCNT;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
HELNOA9WBPRV;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
S40W5ZWOCCX4;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
Y4NUV6QDX2QK;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
4Y6EYEATIDXX;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
LNIBFR84HDHD;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
4UXKIT4KX29P;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
FONFJ5AUOF33;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
YOR0SE0ZO6FI;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
IBJYL7N2LWPW;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
QCWTTVFPJEI8;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
BWAFVCHCTXEV;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
WMDJB4GWVXS2;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
4IR0WHGTNGB9;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
KBMMDN6IATHW;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
GSXS7MVQJLIG;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
GFPLMSKHT9NR;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
ER5RBKVD5NBB;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
AIDGBCLXJZNB;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
QP5BXWPWOS3T;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
WKWJF8656HBE;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
43RIJISCWG3U;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
DPAVDMHEDWTO;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
Q2HICABBXPVD;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
6KP6E6MUQ1C8;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
G5ECJ7QOHVN8;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
5N3YA6EZOVHB;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
TFEN8TQVH0ZH;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
CZ4ICVPVAIS1;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
A8RB3PHUZNH6;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
NME2QDZZJOZG;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
CGO2XKV1CQJW;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
LKKAXQRM740V;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
AN79PMPDK68Q;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
XBNYKCDK3NYY;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
QGF4JGUCN4QJ;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
8WJTMGMUXTIE;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
NT0XCYBZND1E;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
SNGOE0EADSCZ;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
6LV9RRL9TPEI;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
7E81EUCQDWEL;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
H4U34SJLJY6A;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
VYZVZFNWFIXN;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
YP7QH7SFGCOO;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
PJX9WQHXTAB5;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
JOJJSXRXZSAF;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
BTQDB6NOQMHW;LOWTICKET;ChatFunnel;30;5000;MONTHLY;0;PREMIUM;TRUE;TRUE;0;
